,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
3777,13331,Hyundai Creta 1.6 E Plus,Petrol,Individual,Manual,First Owner,2018,€ 850000,12500,Hyundai
3778,13334,Maruti Eeco CNG 5 Seater AC BSIV,CNG,Individual,Manual,First Owner,2019,€ 470000,4000,Maruti
3779,13337,Ford Figo 1.2P Titanium MT,Petrol,Individual,Manual,First Owner,2019,€ 600000,25000,Ford
3780,13340,Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner,2013,€ 700000,70000,Toyota
3781,13343,Maruti Wagon R LXI DUO BSIII,LPG,Individual,Manual,First Owner,2007,€ 70000,162000,Maruti
3782,13346,Toyota Fortuner 3.0 Diesel,Diesel,Individual,Manual,Second Owner,2010,€ 1250000,205000,Toyota
3783,13349,Audi A6 2.8 FSI,Petrol,Individual,Automatic,Third Owner,2008,€ 650000,70000,Audi
3784,13352,Hyundai Xcent 1.2 CRDi S,Diesel,Individual,Manual,Second Owner,2018,€ 450000,70000,Hyundai
3785,13355,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner,2014,€ 750000,100000,Mahindra
3786,13358,Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner,2013,€ 775000,70000,Toyota
3787,13361,Hyundai Santa Fe 4X4,Diesel,Individual,Manual,First Owner,2011,€ 800000,220000,Hyundai
3788,13364,Honda Amaze E i-Vtech,Petrol,Individual,Manual,Second Owner,2015,€ 360000,80000,Honda
3789,13367,Toyota Corolla Altis Diesel D4DG,Diesel,Individual,Manual,First Owner,2010,€ 250000,120000,Toyota
3790,13370,Jeep Compass 2.0 Longitude Option BSIV,Diesel,Individual,Manual,First Owner,2017,€ 1490000,22038,Jeep
3791,13373,Nissan Terrano XL 110 PS,Diesel,Individual,Manual,First Owner,2013,€ 600000,80000,Nissan
3792,13376,Maruti Alto LX,Petrol,Individual,Manual,First Owner,2010,€ 120000,90000,Maruti
3793,13379,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner,2012,€ 320000,140000,Tata
3794,13382,Mahindra Thar 4X2,Diesel,Individual,Manual,Second Owner,2011,€ 400000,120000,Mahindra
3795,13385,Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner,2015,€ 302000,60000,Maruti
3796,13388,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner,2011,€ 130000,80000,Chevrolet
3797,13391,Maruti Swift Dzire LXI Option,Petrol,Individual,Manual,Second Owner,2014,€ 150000,60000,Maruti
3798,13394,Tata Indica Vista Aura Plus 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner,2012,€ 200000,90000,Tata
3799,13397,Toyota Innova 2.5 G1 BSIV,Diesel,Individual,Manual,First Owner,2012,€ 950000,80000,Toyota
3800,13400,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner,2008,€ 120000,175000,Maruti
3801,13403,Mahindra XUV500 W7 BSIV,Diesel,Individual,Manual,First Owner,2019,€ 1400000,10000,Mahindra
3802,13406,Hyundai i20 1.2 Asta Option,Petrol,Individual,Manual,First Owner,2017,€ 620000,65000,Hyundai
3803,13409,Toyota Innova 2.5 GX 8 STR BSIV,Diesel,Individual,Manual,First Owner,2012,€ 449000,90000,Toyota
3804,13412,Maruti Alto LXi,Petrol,Individual,Manual,First Owner,2007,€ 100000,70000,Maruti
3805,13415,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner,2018,€ 600000,2500,Hyundai
3806,13418,Honda Amaze VX i-DTEC,Diesel,Individual,Manual,First Owner,2016,€ 700000,35000,Honda
3807,13421,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner,2012,€ 250000,40000,Chevrolet
3808,13424,Maruti Baleno RS 1.0 Petrol,Petrol,Individual,Manual,First Owner,2018,€ 550000,63000,Maruti
3809,13427,Skoda Superb Ambition 2.0 TDI CR AT,Diesel,Dealer,Automatic,First Owner,2013,€ 675000,88000,Skoda
3810,13430,Nissan Terrano XL Plus 85 PS,Diesel,Dealer,Manual,First Owner,2015,€ 530000,55000,Nissan
3811,13433,Chevrolet Enjoy TCDi LT 7 Seater,Diesel,Dealer,Manual,First Owner,2014,€ 325000,71014,Chevrolet
3812,13436,Renault Scala Diesel RxL,Diesel,Dealer,Manual,First Owner,2015,€ 370000,60000,Renault
3813,13439,Skoda Rapid 1.5 TDI Ambition,Diesel,Individual,Manual,First Owner,2014,€ 360000,70000,Skoda
3814,13442,Skoda Superb LK 1.8 TSI AT,Petrol,Dealer,Automatic,First Owner,2012,€ 650000,60000,Skoda
3815,13445,Ford Fiesta 1.5 TDCi Titanium,Diesel,Dealer,Manual,Third Owner,2012,€ 199000,92000,Ford
3816,13448,Mahindra Quanto C6,Diesel,Individual,Manual,First Owner,2014,€ 285000,89126,Mahindra
3817,13451,Volkswagen Jetta 1.9 TDI Comfortline DSG,Diesel,Individual,Automatic,First Owner,2009,€ 260000,134000,Volkswagen
3818,13454,Maruti Ciaz 1.4 AT Zeta,Petrol,Dealer,Automatic,First Owner,2019,€ 869999,15000,Maruti
3819,13457,Hyundai Grand i10 1.2 CRDi Magna,Diesel,Dealer,Manual,First Owner,2016,€ 425000,42500,Hyundai
3820,13460,Chevrolet Cruze LTZ AT,Diesel,Dealer,Automatic,First Owner,2012,€ 490000,42000,Chevrolet
3821,13463,Mahindra XUV500 AT W8 FWD,Diesel,Individual,Automatic,Second Owner,2015,€ 750000,70000,Mahindra
3822,13466,Honda City 1.5 EXI,Petrol,Individual,Manual,Third Owner,2004,€ 125000,110000,Honda
3823,13469,Fiat Linea 1.3 Emotion,Diesel,Individual,Manual,First Owner,2014,€ 221000,131365,Fiat
3824,13472,Volkswagen Vento 1.5 TDI Highline AT,Diesel,Dealer,Automatic,First Owner,2016,€ 724000,48980,Volkswagen
3825,13475,Honda Amaze VX AT i-Vtech,Petrol,Dealer,Automatic,First Owner,2014,€ 440000,46000,Honda
3826,13478,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Third Owner,2009,€ 70000,60000,Chevrolet
3827,13481,Maruti Baleno Delta Diesel,Diesel,Dealer,Manual,First Owner,2015,€ 511000,58000,Maruti
3828,13484,Maruti S-Cross Alpha DDiS 200 SH,Diesel,Dealer,Manual,First Owner,2016,€ 790000,22000,Maruti
3829,13487,Hyundai i20 1.2 Asta Option,Petrol,Individual,Manual,First Owner,2017,€ 640000,37000,Hyundai
3830,13490,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Fourth & Above Owner,2009,€ 120000,70000,Hyundai
3831,13493,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Third Owner,2012,€ 126000,98900,Chevrolet
3832,13496,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner,2012,€ 120000,125000,Chevrolet
3833,13499,Mahindra TUV 300 T4 Plus,Diesel,Individual,Manual,First Owner,2017,€ 650000,60000,Mahindra
3834,13502,Hyundai Grand i10 Asta,Petrol,Individual,Manual,Second Owner,2014,€ 450000,80000,Hyundai
3835,13505,Maruti Zen Estilo LXI Green (CNG),CNG,Individual,Manual,Fourth & Above Owner,2010,€ 110000,80000,Maruti
3836,13508,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner,2017,€ 600000,40000,Mahindra
3837,13511,Mahindra XUV500 W8 4WD,Diesel,Individual,Manual,Second Owner,2012,€ 620000,80000,Mahindra
3838,13514,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner,2014,€ 600000,30000,Ford
3839,13517,Mahindra Bolero Power Plus ZLX,Diesel,Individual,Manual,First Owner,2018,€ 795000,35000,Mahindra
3840,13520,Tata Winger Deluxe - Hi Roof (AC),Diesel,Individual,Manual,Third Owner,2011,€ 300000,180000,Tata
3841,13523,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner,2015,€ 495000,60000,Renault
3842,13526,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner,2013,€ 1580000,86000,Audi
3843,13529,Audi Q3 2.0 TDI Quattro Premium Plus,Diesel,Dealer,Automatic,First Owner,2015,€ 1750000,127643,Audi
3844,13532,Tata Hexa XTA,Diesel,Individual,Automatic,First Owner,2018,€ 1350000,34000,Tata
3845,13535,Mahindra Xylo D4,Diesel,Individual,Manual,First Owner,2014,€ 350000,145000,Mahindra
3846,13538,Datsun RediGO AMT 1.0 S,Petrol,Individual,Automatic,First Owner,2018,€ 300000,25000,Datsun
3847,13541,Tata Zest Revotron 1.2T XMS,Petrol,Dealer,Manual,Second Owner,2018,€ 400000,54000,Tata
3848,13544,Audi A6 2.0 TDI  Design Edition,Diesel,Dealer,Automatic,First Owner,2014,€ 1750000,102354,Audi
3849,13547,Maruti Zen LX,Petrol,Individual,Manual,Fourth & Above Owner,1999,€ 70000,70000,Maruti
3850,13550,Nissan Sunny XL D,Diesel,Individual,Manual,First Owner,2018,€ 500000,70000,Nissan
3851,13553,Audi Q3 35 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner,2017,€ 2575000,36000,Audi
3852,13556,Honda Brio VX,Petrol,Dealer,Manual,First Owner,2014,€ 345000,58000,Honda
3853,13559,Tata Indigo CR4,Diesel,Individual,Manual,First Owner,2013,€ 220000,100000,Tata
3854,13562,Audi Q5 2.0 TFSI Quattro Premium Plus,Petrol,Dealer,Automatic,First Owner,2014,€ 1850000,62237,Audi
3855,13565,Hyundai Santro Xing XL eRLX Euro III,Petrol,Dealer,Manual,Second Owner,2005,€ 114999,90000,Hyundai
3856,13568,Maruti 800 AC,Petrol,Individual,Manual,Second Owner,1999,€ 50000,100000,Maruti
3857,13571,Honda Jazz Select Edition,Petrol,Dealer,Manual,First Owner,2017,€ 585000,14000,Honda
3858,13574,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 950000,21394,Ford
3859,13577,Maruti Swift Dzire AMT VXI,Petrol,Individual,Automatic,First Owner,2018,€ 625000,13800,Maruti
3860,13580,Hyundai Creta 1.6 SX Automatic,Petrol,Dealer,Automatic,First Owner,2017,€ 1035000,23000,Hyundai
3861,13583,Datsun GO T Petrol,Petrol,Dealer,Manual,First Owner,2015,€ 310000,32686,Datsun
3862,13586,Mahindra Xylo D4,Diesel,Individual,Manual,First Owner,2017,€ 600000,99700,Mahindra
3863,13589,Toyota Fortuner 2.8 4WD AT BSIV,Diesel,Individual,Automatic,First Owner,2019,€ 3100000,5000,Toyota
3864,13592,Honda City i-DTEC SV,Diesel,Dealer,Manual,First Owner,2014,€ 650000,49654,Honda
3865,13595,Hyundai Grand i10 Asta,Petrol,Dealer,Manual,First Owner,2016,€ 550000,45457,Hyundai
3866,13598,Hyundai Creta 1.6 CRDi SX,Diesel,Dealer,Manual,First Owner,2017,€ 1260000,39221,Hyundai
3867,13601,Hyundai i20 Sportz 1.2,Petrol,Dealer,Manual,First Owner,2016,€ 660000,48220,Hyundai
3868,13604,Hyundai i20 Sportz 1.2,Petrol,Dealer,Manual,First Owner,2017,€ 700000,11114,Hyundai
3869,13607,Hyundai Getz 1.5 CRDi GVS,Diesel,Dealer,Manual,First Owner,2008,€ 235000,60208,Hyundai
3870,13610,Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner,2013,€ 475000,80000,Volkswagen
3871,13613,Mercedes-Benz E-Class 280 CDI Elegance,Diesel,Dealer,Automatic,First Owner,2008,€ 795000,98600,Mercedes-Benz
3872,13616,Audi RS7 2015-2019 Sportback Performance,Petrol,Dealer,Automatic,First Owner,2016,€ 8900000,13000,Audi
3873,13619,Audi Q5 3.0 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner,2015,€ 3200000,30000,Audi
3874,13622,MG Hector Smart AT,Petrol,Dealer,Automatic,First Owner,2019,€ 1860000,18000,MG
3875,13625,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,Diesel,Dealer,Automatic,First Owner,2010,€ 4200000,100000,Land
3876,13628,Honda City VX CVT,Petrol,Dealer,Automatic,First Owner,2015,€ 850000,58000,Honda
3877,13631,Mahindra Xylo D4,Diesel,Dealer,Manual,First Owner,2017,€ 585000,85441,Mahindra
3878,13634,Mahindra Verito 1.5 D4 BSIV,Diesel,Dealer,Manual,First Owner,2015,€ 380000,64541,Mahindra
3879,13637,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2019,€ 650000,35000,Maruti
3880,13640,Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner,2018,€ 600000,30000,Maruti
3881,13643,Nissan Micra Active XV,Petrol,Dealer,Manual,First Owner,2017,€ 434999,16267,Nissan
3882,13646,Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner,2013,€ 525000,71500,Volkswagen
3883,13649,BMW 5 Series 520d Luxury Line,Diesel,Dealer,Automatic,First Owner,2019,€ 4800000,12999,BMW
3884,13652,Chevrolet Aveo U-VA 1.2 LS,Petrol,Individual,Manual,First Owner,2008,€ 160000,80000,Chevrolet
3885,13655,Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Individual,Manual,Second Owner,2007,€ 160000,90000,Maruti
3886,13658,Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner,2012,€ 125000,28000,Chevrolet
3887,13661,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner,2015,€ 430000,200000,Mahindra
3888,13664,Hyundai Creta 1.6 VTVT S,Petrol,Individual,Manual,First Owner,2017,€ 900000,14700,Hyundai
3889,13667,Maruti Alto LX,Petrol,Individual,Manual,Second Owner,2000,€ 61000,90000,Maruti
3890,13670,Maruti Wagon R LXI BS IV,Petrol,Individual,Manual,First Owner,2017,€ 400000,50000,Maruti
3891,13673,Hyundai Santro Xing XS,Petrol,Individual,Manual,Second Owner,2009,€ 150000,100000,Hyundai
3892,13676,Volkswagen Polo GT 1.0 TSI,Petrol,Individual,Automatic,First Owner,2019,€ 950000,24000,Volkswagen
3893,13679,Tata Indigo CR4,Diesel,Individual,Manual,First Owner,2013,€ 220000,100000,Tata
3894,13682,Hyundai Getz GLX,Petrol,Individual,Manual,First Owner,2007,€ 110000,90000,Hyundai
3895,13685,Tata Bolt Revotron XM,Petrol,Individual,Manual,First Owner,2015,€ 375000,30000,Tata
3896,13688,Datsun GO Plus T Option,Petrol,Individual,Manual,First Owner,2017,€ 350000,80000,Datsun
3897,13691,Hyundai i20 Magna 1.4 CRDi (Diesel),Diesel,Dealer,Manual,Second Owner,2012,€ 310000,92686,Hyundai
3898,13694,Tata Indica GLS BS IV,Petrol,Individual,Manual,Third Owner,2010,€ 90000,300000,Tata
3899,13697,Volkswagen Vento Petrol Highline,Petrol,Individual,Manual,Second Owner,2011,€ 350000,90000,Volkswagen
3900,13700,Hyundai Santro LS zipPlus,Petrol,Individual,Manual,First Owner,2003,€ 100000,60000,Hyundai
3901,13703,Mahindra XUV500 AT W6 2WD,Diesel,Individual,Automatic,First Owner,2017,€ 1300000,40000,Mahindra
3902,13706,Maruti Wagon R LXI,Petrol,Individual,Manual,Fourth & Above Owner,2004,€ 70000,90000,Maruti
3903,13709,Chevrolet Sail Hatchback LT ABS,Diesel,Individual,Manual,First Owner,2013,€ 225000,80000,Chevrolet
3904,13712,Honda City 1.3 EXI,Petrol,Individual,Manual,First Owner,2002,€ 145000,100000,Honda
3905,13715,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner,2018,€ 930000,20000,Ford
3906,13718,Maruti Swift VXI,Petrol,Individual,Manual,First Owner,2019,€ 550000,51000,Maruti
3907,13721,Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner,2008,€ 85000,120000,Maruti
3908,13724,Hyundai EON Era Plus Sports Edition,Petrol,Individual,Manual,First Owner,2014,€ 280000,55000,Hyundai
3909,13727,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner,2018,€ 360000,6000,Hyundai
3910,13730,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2011,€ 150000,40000,Maruti
3911,13733,Skoda Rapid 1.6 MPI AT Ambition BSIV,Petrol,Individual,Automatic,First Owner,2017,€ 900000,15000,Skoda
3912,13736,Ambassador CLASSIC 1500 DSL AC,Diesel,Individual,Manual,Second Owner,2005,€ 120000,50000,Ambassador
3913,13739,Fiat Linea T Jet Emotion,Petrol,Individual,Manual,Second Owner,2010,€ 215000,90000,Fiat
3914,13742,Renault Scala Diesel RxL,Diesel,Individual,Manual,First Owner,2013,€ 550000,38500,Renault
3915,13745,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Petrol,Individual,Manual,First Owner,2018,€ 775000,35000,Tata
3916,13748,Maruti Gypsy King HT BSIV,Petrol,Individual,Manual,Third Owner,2001,€ 409999,49359,Maruti
3917,13751,Maruti 800 AC Uniq,Petrol,Individual,Manual,Second Owner,2005,€ 65000,70000,Maruti
3918,13754,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner,2008,€ 200000,90000,Maruti
3919,13757,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner,2010,€ 240000,50000,Maruti
3920,13760,Toyota Innova 2.5 VX 8 STR,Diesel,Individual,Manual,First Owner,2012,€ 800000,108731,Toyota
3921,13763,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,Diesel,Individual,Manual,First Owner,2010,€ 400000,120000,Toyota
3922,13766,Tata Sumo Gold EX BSIII,Diesel,Individual,Manual,First Owner,2016,€ 500000,60000,Tata
3923,13769,Mahindra Renault Logan 1.5 DLX Diesel,Diesel,Individual,Manual,Third Owner,2007,€ 150000,90000,Mahindra
3924,13772,Toyota Etios GD,Diesel,Individual,Manual,Second Owner,2014,€ 500000,140000,Toyota
3925,13775,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner,2014,€ 320000,80000,Hyundai
3926,13778,Nissan Micra Diesel XV,Diesel,Individual,Manual,First Owner,2013,€ 300000,90000,Nissan
3927,13781,Renault Lodgy Stepway 85PS RXZ 8S,Diesel,Individual,Manual,First Owner,2017,€ 650000,40000,Renault
3928,13784,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2018,€ 285000,14000,Maruti
3929,13787,Tata Aria Pleasure 4x2,Diesel,Individual,Manual,Second Owner,2012,€ 360000,70000,Tata
3930,13790,Honda Accord 2.4 MT,Petrol,Individual,Manual,Second Owner,2009,€ 450000,55000,Honda
3931,13793,Maruti Alto LXi,Petrol,Individual,Manual,Third Owner,2011,€ 175000,60000,Maruti
3932,13796,Chevrolet Cruze LT,Diesel,Individual,Manual,Second Owner,2011,€ 350000,74000,Chevrolet
3933,13799,Ford Figo Aspire 1.5 TDCi Titanium,Diesel,Dealer,Manual,First Owner,2020,€ 530000,45000,Ford
3934,13802,Honda City i-DTEC ZX,Diesel,Dealer,Manual,First Owner,2017,€ 1025000,38000,Honda
3935,13805,Honda BR-V i-DTEC VX MT,Diesel,Dealer,Manual,First Owner,2017,€ 950000,24000,Honda
3936,13808,Honda WR-V i-VTEC VX,Petrol,Dealer,Manual,First Owner,2017,€ 725000,29976,Honda
3937,13811,Honda City i VTEC VX,Petrol,Dealer,Manual,First Owner,2017,€ 919999,41000,Honda
3938,13814,Honda Jazz 1.5 V i DTEC,Diesel,Dealer,Manual,First Owner,2018,€ 700000,15000,Honda
3939,13817,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2017,€ 725000,36000,Honda
3940,13820,Honda BR-V i-VTEC VX MT,Petrol,Dealer,Manual,First Owner,2017,€ 840000,30646,Honda
3941,13823,Maruti Wagon R VXI BS IV,Petrol,Dealer,Manual,First Owner,2015,€ 365000,23600,Maruti
3942,13826,Honda City i DTEC SV,Diesel,Dealer,Manual,First Owner,2014,€ 665000,71318,Honda
3943,13829,Maruti 800 Std,Petrol,Individual,Manual,First Owner,2003,€ 50000,78098,Maruti
3944,13832,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner,2014,€ 225000,30000,Hyundai
3945,13835,Hyundai i10 Era,Petrol,Individual,Manual,Second Owner,2012,€ 229999,45000,Hyundai
3946,13838,Hyundai Santro Xing GL,Petrol,Individual,Manual,First Owner,2008,€ 145000,67000,Hyundai
3947,13841,Ford Figo Aspire Facelift,Diesel,Dealer,Manual,First Owner,2018,€ 624000,14681,Ford
3948,13844,Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner,2015,€ 500000,25000,Hyundai
3949,13847,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,Petrol,Dealer,Manual,First Owner,2017,€ 750000,18054,Ford
3950,13850,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner,2015,€ 785000,40000,Honda
3951,13853,Hyundai i10 Sportz,Petrol,Individual,Manual,First Owner,2011,€ 225000,30000,Hyundai
3952,13856,Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,First Owner,2017,€ 300000,80000,Hyundai
3953,13859,Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner,2016,€ 680000,20000,Hyundai
3954,13862,Mahindra TUV 300 T8,Diesel,Individual,Manual,First Owner,2016,€ 700000,40000,Mahindra
3955,13865,Tata Indigo CS eLS BS IV,Diesel,Individual,Manual,First Owner,2011,€ 180000,120000,Tata
3956,13868,Ford Fiesta 1.4 SXi TDCi ABS,Diesel,Individual,Manual,Second Owner,2008,€ 270000,120000,Ford
3957,13871,Maruti Swift Dzire VXi,Petrol,Individual,Manual,Second Owner,2010,€ 370000,97000,Maruti
3958,13874,Mahindra Xylo H8 ABS with Airbags,Diesel,Individual,Manual,First Owner,2018,€ 1100000,70000,Mahindra
3959,13877,Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner,2004,€ 120000,120000,Hyundai
3960,13880,Skoda Rapid 1.6 TDI PRESTIGE,Diesel,Individual,Manual,Second Owner,2013,€ 430000,88000,Skoda
3961,13883,Maruti Swift ZDi,Diesel,Dealer,Manual,First Owner,2014,€ 550000,38406,Maruti
3962,13886,Hyundai Santro Xing GLS,Petrol,Dealer,Manual,First Owner,2014,€ 320000,54350,Hyundai
3963,13889,Maruti Wagon R VXI BS IV,Petrol,Dealer,Manual,First Owner,2015,€ 390000,32260,Maruti
3964,13892,Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,First Owner,2014,€ 550000,58231,Renault
3965,13895,Maruti Swift VXI,Petrol,Dealer,Manual,First Owner,2012,€ 370000,59858,Maruti
3966,13898,Maruti Alto LXi BSIII,Petrol,Dealer,Manual,First Owner,2010,€ 190000,73350,Maruti
3967,13901,Renault Duster 110PS Diesel RxZ,Diesel,Dealer,Manual,First Owner,2013,€ 509999,88473,Renault
3968,13904,Honda City S,Petrol,Dealer,Manual,First Owner,2013,€ 450000,96987,Honda
3969,13907,Mercedes-Benz GLS 2016-2020 350d 4MATIC,Diesel,Dealer,Automatic,First Owner,2016,€ 5500000,77350,Mercedes-Benz
3970,13910,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner,2015,€ 550000,61187,Maruti
3971,13913,Mahindra Xylo E6,Diesel,Dealer,Manual,First Owner,2009,€ 400000,68350,Mahindra
3972,13916,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner,2015,€ 585000,81150,Ford
3973,13919,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner,2019,€ 500000,30000,Hyundai
3974,13922,Maruti Ciaz ZXi,Petrol,Individual,Manual,First Owner,2015,€ 800000,30000,Maruti
3975,13925,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner,2009,€ 265000,120000,Maruti
3976,13928,Ford Figo Diesel Titanium,Diesel,Individual,Manual,First Owner,2012,€ 175000,180000,Ford
3977,13931,Fiat Palio 1.2 Sport,Petrol,Individual,Manual,Second Owner,2007,€ 125000,50000,Fiat
